SBD,Toan,Van,Anh,Ly,Hoa,Sinh
52000152,6.20,5.75,3.40,4.00,3.75,3.50
52000153,6.40,5.00,None,None,None,None
52000154,7.60,6.25,6.20,4.25,7.25,5.50
52000155,4.60,6.25,5.20,5.25,5.25,4.50
52000156,7.40,6.50,4.80,None,None,None
52000157,7.60,6.25,8.80,7.00,7.25,5.50
52000158,7.80,6.50,7.40,None,None,None
52000159,5.60,5.00,None,None,None,None
52000160,5.60,5.00,None,None,None,None
52000161,5.00,7.00,5.00,3.50,4.75,None
52000162,7.40,7.00,6.20,4.50,7.50,4.25
52000163,3.20,3.75,None,None,None,None
52000164,6.60,5.50,6.80,6.00,5.75,4.25
52000165,4.60,5.50,None,None,None,None
52000166,7.00,7.25,7.80,None,None,None
52000167,6.80,6.00,5.40,5.50,7.00,2.75
52000168,6.80,6.50,4.80,7.75,6.50,4.75
52000169,6.80,7.00,4.40,None,None,None
52000170,7.20,7.50,5.80,7.00,8.00,6.00
52000171,6.60,7.25,5.80,6.25,5.75,3.50
52000172,7.40,6.75,6.00,4.50,4.00,4.75
52000173,6.00,6.25,4.20,6.00,4.00,2.25
52000174,8.60,7.50,9.40,7.25,None,None
52000175,5.00,6.75,3.60,None,None,None
52000176,7.00,7.00,5.40,6.50,5.75,3.25
52000177,6.80,6.00,5.80,None,None,None
52000178,6.20,7.25,5.20,None,None,None
52000179,7.60,7.00,6.60,6.25,None,None
52000180,6.80,6.50,4.00,None,None,None
52000181,5.60,None,None,None,4.00,3.50
52000182,7.00,7.00,6.80,None,None,None
52000183,7.40,7.50,5.40,6.50,7.50,5.00
52000184,5.60,5.25,4.40,4.00,5.00,3.50
52000185,7.00,7.50,6.20,None,None,None
52000186,6.60,8.25,6.80,None,None,None
52000187,3.80,7.00,None,None,None,None
52000188,4.20,5.75,None,None,None,None
52000189,9.00,7.00,7.60,8.25,8.25,7.00
52000190,5.40,7.00,5.00,None,None,None
52000191,6.60,7.25,5.20,None,None,None
52000192,6.20,6.00,2.60,4.75,4.00,4.00
52000193,6.40,6.75,4.60,None,None,None
52000194,8.60,7.00,6.60,6.75,7.25,5.25
52000195,6.60,6.50,6.20,4.25,6.50,5.00
52000196,6.40,6.50,5.80,5.75,5.75,3.50
52000197,7.40,6.25,3.80,6.50,5.75,5.00
52000198,6.00,6.75,4.20,5.25,3.00,3.25
52000199,6.60,7.00,6.80,None,None,None
52000200,None,7.00,None,None,None,None
52000201,7.00,7.25,6.60,8.50,8.25,5.50
52000202,8.80,None,7.00,8.25,None,None
52000203,7.60,7.00,4.40,6.50,6.50,4.75
52000204,5.80,6.50,6.60,None,None,None
52000205,7.20,6.50,7.20,6.00,7.00,5.50
52000206,7.60,6.00,5.00,None,None,None
52000207,7.00,6.50,5.80,7.00,5.50,4.50
52000208,7.60,8.25,8.00,None,None,None
52000209,7.80,6.50,3.80,7.50,7.50,5.75
52000210,7.00,5.50,3.80,5.25,4.00,3.25
52000211,6.80,6.25,4.40,3.75,5.25,5.50
52000212,5.00,4.75,None,None,None,None
52000213,6.00,5.75,None,None,None,None
52000214,7.80,6.25,5.40,6.25,5.75,4.50
52000215,8.00,7.00,8.40,6.50,7.75,5.75
52000216,6.00,4.00,None,None,None,None
52000217,4.60,5.50,4.80,6.50,4.00,3.75
52000218,4.60,4.25,None,None,None,None
52000219,5.80,6.50,6.00,5.50,4.50,3.75
52000220,6.40,6.50,7.80,None,None,None
52000221,6.80,4.50,6.20,5.00,4.25,3.75
52000222,7.60,7.00,6.80,5.50,5.00,3.75
52000223,5.20,4.50,3.60,None,None,None
52000224,6.40,5.50,5.00,4.75,4.75,4.00
52000225,6.20,5.00,None,None,None,None
52000226,5.00,6.25,3.80,6.50,3.00,3.50
52000227,7.60,7.75,4.20,5.75,7.00,5.75
52000228,6.40,6.50,3.80,None,None,None
52000229,7.20,6.25,7.00,7.75,7.50,3.75
52000230,7.40,6.25,4.00,4.25,5.25,4.25
52000231,6.60,6.00,7.60,None,None,None
52000232,7.20,7.00,4.80,None,None,None
52000233,6.60,6.00,2.60,4.50,5.75,3.75
52000234,5.80,6.00,4.00,5.25,4.75,4.00
52000235,6.00,6.75,None,None,None,None
52000236,7.40,6.75,3.60,5.25,4.00,4.75
52000237,7.40,6.00,9.20,None,None,None
52000238,5.40,5.50,None,None,None,None
52000239,7.60,None,6.80,7.75,None,None
52000240,7.80,6.75,6.20,None,None,None
52000241,4.40,5.00,None,None,None,None
52000242,5.80,7.50,6.20,None,None,None
52000243,7.20,6.75,4.40,None,None,None
52000244,7.80,7.00,6.00,None,None,None
52000245,5.60,6.25,3.20,None,None,None
52000246,6.00,5.50,5.80,4.75,4.50,4.50
52000247,6.20,6.50,6.00,None,None,None
52000248,7.20,5.75,None,None,None,None
52000249,8.20,7.25,7.20,6.25,5.00,3.25
52000250,8.00,6.25,5.60,5.75,3.75,5.00
52000251,5.00,5.75,None,None,None,None
52000252,6.40,7.00,3.80,None,None,None
52000253,7.00,8.00,6.40,None,None,None
52000254,7.40,6.00,6.40,6.00,6.00,5.75
52000255,7.40,8.00,5.80,6.50,7.50,5.75
52000256,8.20,6.00,4.80,6.75,6.25,5.00
52000257,6.60,5.75,6.20,6.50,6.75,4.25
52000258,4.80,6.25,4.00,3.75,4.25,5.00
52000259,4.80,6.50,4.60,4.25,2.75,4.00
52000260,7.40,7.75,7.40,None,None,None
52000261,6.60,5.75,4.40,5.50,5.75,3.50
52000262,8.00,6.75,7.00,7.25,6.75,5.25
52000263,8.40,7.00,6.80,7.50,7.00,6.00
52000264,8.40,6.75,7.80,6.75,7.50,5.25
52000265,7.60,7.25,6.60,7.00,8.25,5.25
52000266,9.40,8.00,4.20,None,None,None
52000267,6.80,5.50,6.60,5.50,5.50,2.75
52000268,8.00,6.00,8.20,5.75,5.25,5.75
52000269,7.60,6.75,7.40,6.50,6.00,4.25
52000270,7.00,6.50,6.40,5.00,6.00,4.50
52000271,None,None,None,None,None,None
52000272,6.80,5.50,5.00,6.25,5.75,3.25
52000273,7.20,6.50,6.80,5.25,7.75,5.75
52000274,8.00,6.00,4.40,7.50,6.50,3.25
52000275,7.80,5.75,6.60,7.50,7.25,3.25
52000276,5.20,5.00,None,None,None,None
52000277,6.40,5.00,4.40,6.25,7.00,4.00
52000278,7.60,6.00,6.60,None,None,None
52000279,6.40,5.50,2.40,None,None,None
52000280,7.60,6.25,7.00,6.00,5.25,3.00
52000281,8.00,6.25,6.60,7.75,6.75,4.25
52000282,5.60,4.75,None,None,None,None
52000283,8.20,5.75,7.20,7.25,7.75,6.25
52000284,6.00,6.75,4.00,6.75,4.50,3.25
52000285,4.80,6.25,None,None,None,None
52000286,6.40,6.50,None,None,None,None
52000287,6.60,7.00,7.00,6.00,6.25,5.50
52000288,5.60,5.50,4.00,None,None,None
52000289,7.80,7.50,5.40,8.00,7.00,4.25
52000290,7.40,6.75,2.40,7.00,6.75,6.00
52000291,7.20,6.25,6.00,5.25,5.75,5.50
52000292,6.60,7.00,6.60,None,None,None
52000293,6.60,6.00,None,None,None,None
52000294,5.20,6.00,6.60,None,None,None
52000295,7.20,6.00,8.00,7.00,6.00,5.25
52000296,6.80,6.25,7.80,6.00,4.75,4.75
52000297,9.20,6.50,7.80,8.25,8.25,3.75
52000298,5.00,5.00,None,None,None,None
52000299,7.60,6.00,6.00,8.50,7.25,3.50
52000300,5.40,6.25,None,None,None,None
52000301,8.40,None,None,4.50,6.50,8.00
52000302,7.80,7.50,6.40,None,None,None
52000303,6.60,7.50,5.20,None,None,None
52000304,6.80,5.50,6.00,None,None,None
52000305,6.20,7.25,6.60,5.50,5.00,3.75
52000306,6.20,7.75,6.00,6.50,5.50,4.75
52000307,7.40,7.75,7.00,None,None,None
52000308,6.20,6.75,4.00,5.00,5.50,3.50
52000309,7.60,8.25,4.80,None,None,None
52000310,6.60,5.50,6.60,4.00,6.25,3.00
52000311,6.40,7.75,6.00,None,None,None
52000312,7.40,8.25,6.00,None,None,None
52000313,5.80,6.00,7.00,6.25,7.50,5.25
52000314,7.20,7.00,7.00,None,None,None
52000315,7.20,6.25,9.00,None,None,None
52000316,8.40,8.00,5.80,8.25,7.00,4.25
52000317,6.80,8.00,3.40,None,None,None
52000318,7.00,5.50,6.00,6.25,6.00,3.75
52000319,6.80,5.50,None,None,None,None
52000320,6.60,5.75,None,None,None,None
52000321,8.60,7.25,7.00,7.25,6.50,4.00
52000322,8.20,7.75,5.40,7.75,7.50,6.25
52000323,7.20,5.75,6.60,7.00,5.50,4.25
52000324,6.40,6.00,8.20,None,None,None
52000325,None,7.75,6.40,None,None,None
52000326,7.00,4.00,8.40,5.75,5.25,4.25
52000327,None,None,None,None,None,None
52000328,7.00,5.00,4.60,5.25,5.25,3.75
52000329,3.60,5.75,None,None,None,None
52000330,6.00,5.25,7.60,3.50,7.00,2.50
52000331,None,None,None,None,None,None
52000332,None,5.50,None,None,None,None
52000333,6.80,6.75,8.40,None,None,None
52000334,6.80,6.25,4.40,4.50,5.50,4.00
52000335,6.20,6.25,8.40,None,None,None
52000336,7.00,5.25,4.80,5.75,5.00,4.75
52000337,5.00,5.00,None,None,None,None
52000338,8.20,7.50,7.00,7.50,7.25,5.50
52000339,6.00,6.75,4.40,None,None,None
52000340,7.20,7.75,4.60,6.50,4.00,5.50
52000341,7.60,7.00,7.80,7.00,8.00,4.50
52000342,7.40,7.50,6.60,6.25,5.25,5.50
52000343,7.40,6.25,9.00,6.00,7.00,4.75
52000344,7.40,None,None,6.75,6.75,None
52000345,8.00,7.50,5.00,None,None,None
52000346,6.20,5.50,6.60,5.75,6.00,3.25
52000347,7.00,None,7.00,6.75,None,None
52000348,7.80,None,None,None,8.75,4.75
52000349,6.40,5.75,4.00,6.00,4.75,4.00
52000350,6.80,6.50,6.60,None,None,None
52000351,7.20,7.00,9.20,None,None,None
52000352,7.00,7.50,7.00,None,None,None
52000353,6.80,5.25,6.00,3.75,5.25,4.50
52000354,6.80,5.25,3.80,6.00,6.75,3.50
52000355,8.60,6.75,9.00,7.25,5.75,5.50
52000356,7.60,6.75,3.40,None,None,None
52000357,6.80,5.25,8.20,5.25,4.00,4.75
52000358,6.40,6.50,8.40,None,None,None
52000359,7.20,5.25,4.20,None,None,None
52000360,6.00,5.50,4.60,None,None,None
52000361,7.40,6.50,5.20,7.00,7.00,3.75
52000362,8.20,7.00,8.20,9.25,8.00,5.75
52000363,7.40,6.25,4.60,6.75,8.75,6.00
52000364,7.60,6.25,6.20,6.00,5.00,4.50
52000365,6.80,7.50,5.00,6.25,7.25,4.25
52000366,4.60,5.00,None,None,None,None
52000367,8.20,6.25,8.80,6.50,7.25,4.00
52000368,8.40,7.25,7.40,5.75,6.25,5.75
52000369,8.40,6.50,5.60,6.50,7.75,4.00
52000370,None,6.50,None,None,None,None
52000371,5.40,6.00,4.40,None,None,None
52000372,None,None,None,None,None,None
52000373,None,None,None,None,None,None
52000374,5.60,7.00,None,None,None,None
52000375,5.40,5.75,None,None,None,None
52000376,6.40,5.75,6.60,None,None,None
52000377,7.80,7.50,6.20,6.75,5.00,4.25
52000378,6.40,6.25,None,None,None,None
52000379,5.20,5.25,None,None,None,None
52000380,6.40,5.75,7.40,5.00,5.50,1.75
52000381,6.60,7.00,5.40,4.75,6.75,3.25
52000382,7.00,7.00,6.80,6.00,6.50,2.75
52000383,7.20,7.75,6.20,None,None,None
52000384,6.40,7.25,4.40,5.75,6.75,5.50
52000385,6.00,8.00,3.60,5.00,6.50,4.50
52000386,8.00,7.50,5.00,None,None,None
52000387,7.40,8.50,6.40,5.25,3.50,5.50
52000388,7.80,7.00,4.20,5.50,6.00,2.75
52000389,7.80,7.75,7.20,None,None,None
52000390,8.00,7.75,7.80,8.00,6.75,5.50
52000391,7.80,7.25,5.40,5.50,7.00,6.25
52000392,3.80,5.50,None,None,None,None
52000393,4.00,5.75,None,None,None,None
52000394,6.80,7.00,6.00,None,None,None
52000395,4.60,5.50,None,None,None,None
52000396,7.40,7.00,6.60,None,None,None
52000397,7.00,8.50,8.60,None,None,None
52000398,7.20,7.25,4.00,6.50,5.75,4.25
52000399,4.80,5.75,None,None,None,None
52000400,6.00,6.75,4.40,None,None,None
52000401,7.80,7.00,8.40,None,None,None
52000402,6.60,6.58,5.60,None,None,None
52000403,6.60,6.75,5.20,5.25,5.75,3.00
52000404,7.00,7.25,6.60,6.25,4.75,3.25
52000405,4.40,5.75,None,None,None,None
52000406,7.40,9.00,8.40,None,None,None
52000407,7.40,7.75,4.60,6.75,6.50,5.75
52000408,7.20,8.75,4.20,6.00,5.75,3.25
52000409,7.60,6.50,8.00,5.50,5.50,5.50
52000410,7.60,6.25,8.00,7.25,3.25,4.75
52000411,5.40,6.00,7.20,None,None,None
52000412,4.60,6.00,None,None,None,None
52000413,8.40,7.50,6.60,None,None,None
52000414,4.80,5.00,None,None,None,None
52000415,7.20,6.25,6.60,4.50,5.50,3.00
52000416,3.80,6.50,None,None,None,None
52000417,8.00,6.25,9.40,6.50,7.75,5.75
52000418,6.60,6.33,3.80,None,None,None
52000419,7.80,6.66,7.80,7.75,7.75,4.75
52000420,6.00,6.50,3.80,6.25,6.25,4.75
52000421,6.60,6.75,5.80,5.25,7.75,2.75
52000422,7.00,5.50,3.00,4.50,4.50,2.75
52000423,8.40,9.50,9.00,None,None,None
52000424,5.00,7.75,8.20,None,None,None
52000425,5.60,7.75,3.60,3.75,3.50,4.00
52000426,2.60,8.00,None,None,None,None
52000427,9.00,None,None,4.00,8.25,8.50
52000428,7.40,7.25,5.60,None,None,None
52000429,5.60,6.50,7.40,None,None,None
52000430,7.00,5.75,4.20,4.00,4.50,4.75
52000431,7.00,7.00,8.00,None,None,None
52000432,4.40,4.50,None,None,None,None
52000433,7.00,6.75,6.60,None,None,None
52000434,6.80,7.00,5.80,None,None,None
52000435,7.40,7.75,6.20,7.25,8.25,6.50
52000436,7.60,8.00,6.80,6.25,5.50,6.50
52000437,6.00,7.00,4.60,None,None,None
52000438,7.60,7.75,4.80,None,None,None
52000439,6.40,7.50,4.00,None,None,None
52000440,8.80,None,None,None,8.50,8.00
52000441,8.60,8.75,8.00,None,None,None
52000442,6.80,6.25,7.60,None,None,None
52000443,6.60,8.50,4.20,None,None,None
52000444,5.80,8.00,4.60,5.00,7.00,4.75
52000445,8.00,7.50,6.00,8.00,8.75,8.00
52000446,7.40,7.50,5.80,7.00,7.00,5.75
52000447,7.20,8.00,6.60,None,None,None
52000448,7.40,8.25,6.80,7.25,7.75,6.25
52000449,7.80,7.50,5.40,7.75,7.25,4.25
52000450,6.00,6.50,4.20,None,None,None
52000451,4.20,4.50,None,None,None,None
52000452,7.60,6.50,7.60,7.00,7.50,4.75
52000453,6.00,6.25,5.80,None,None,None
52000454,8.20,7.00,7.80,6.00,8.50,3.00
52000455,4.40,6.25,9.40,None,None,None
52000456,4.40,5.50,None,None,None,None
52000457,7.60,6.00,7.00,None,None,None
52000458,6.20,7.00,5.40,None,None,None
52000459,8.60,6.75,8.40,7.00,6.00,6.00
52000460,7.00,6.50,None,None,None,None
52000461,9.40,7.50,None,8.25,9.00,6.25
52000462,7.40,7.00,7.40,None,None,None
52000463,None,6.50,None,None,None,None
52000464,7.80,7.50,4.00,5.25,6.50,4.00
52000465,5.00,6.50,None,None,None,None
52000466,7.20,7.25,5.20,6.25,5.00,5.25
52000467,8.20,None,None,6.00,8.50,None
52000468,7.20,7.00,7.20,5.50,4.75,3.50
52000469,4.60,7.25,3.20,3.75,3.50,5.00
52000470,6.20,7.50,4.40,None,None,None
52000471,6.80,5.75,6.80,7.75,4.50,3.50
52000472,3.40,6.50,None,None,None,None
52000473,7.60,6.00,7.60,4.25,4.75,3.75
52000474,7.20,8.00,4.00,5.50,4.00,4.75
52000475,7.80,7.75,9.40,8.75,7.50,7.00
52000476,7.00,7.00,6.20,None,None,None
52000477,7.20,7.50,6.60,None,None,None
52000478,6.80,7.25,6.20,7.25,6.00,4.25
52000479,7.20,7.00,6.40,5.00,6.50,5.00
52000480,5.80,6.25,None,None,None,None
52000481,7.40,4.75,7.40,7.25,6.75,5.75
52000482,8.80,6.00,4.60,6.75,8.25,7.00
52000483,7.00,6.25,None,6.75,5.50,4.25
52000484,7.80,8.25,6.60,6.25,8.25,7.50
52000485,8.40,7.25,7.80,8.50,7.75,6.25
52000486,7.00,6.50,4.60,None,None,None
52000487,4.60,5.75,None,None,None,None
52000488,6.00,7.50,4.20,None,None,None
52000489,7.40,7.00,8.00,None,None,None
52000490,7.20,5.00,5.60,5.75,5.75,5.25
52000491,6.40,7.50,6.00,None,None,None
52000492,5.80,7.50,6.80,None,None,None
52000493,8.00,5.75,9.20,4.25,4.50,5.25
52000494,7.80,6.25,7.20,5.50,5.50,2.75
52000495,7.20,8.42,9.00,5.50,7.00,3.75
52000496,8.20,6.00,8.80,6.75,7.25,4.75
52000497,7.80,7.25,6.20,None,None,None
52000498,6.00,5.75,None,None,None,None
52000499,7.20,6.50,7.40,7.50,3.75,4.50
52000500,7.20,6.75,3.40,5.75,5.50,3.50
52000501,7.40,7.50,None,None,None,None
52000502,6.80,7.50,5.20,None,None,None
52000503,7.80,None,None,8.25,7.00,None
52000504,5.20,5.25,5.00,None,None,None
52000505,7.40,7.00,5.00,6.75,3.75,4.50
52000506,7.60,7.50,6.60,7.25,7.75,5.25
52000507,8.00,6.50,8.00,6.00,6.50,4.75
52000508,4.60,5.00,None,None,None,None
52000509,7.80,6.75,5.40,7.50,5.75,5.50
52000510,8.00,6.00,5.60,6.25,7.50,4.50
52000511,5.60,6.00,6.20,None,None,None
52000512,7.60,7.50,7.00,None,None,None
52000513,7.20,7.25,5.80,6.00,5.00,5.00
52000514,7.00,7.25,4.20,None,None,None
52000515,6.80,7.50,6.20,None,None,None
52000516,7.20,6.00,5.20,5.25,6.75,5.25
52000517,7.20,7.50,6.80,6.25,6.75,4.75
52000518,7.40,7.25,8.20,None,None,None
52000519,6.60,7.50,5.60,5.75,7.00,4.75
52000520,4.40,7.50,5.40,5.75,4.75,4.50
52000521,8.20,8.50,7.20,None,None,None
52000522,6.40,7.00,6.60,None,None,None
52000523,7.00,7.50,7.40,7.00,7.75,5.25
52000524,8.00,8.75,8.80,None,None,None
52000525,None,None,None,None,None,None
52000526,7.40,7.25,5.00,None,None,None
52000527,9.00,8.50,9.00,None,None,None
52000528,7.40,8.00,5.20,6.00,7.50,4.75
52000529,7.40,7.50,6.60,7.75,8.25,6.50
52000530,7.80,8.00,4.20,7.25,7.75,6.50
52000531,7.20,6.50,4.40,7.00,7.00,5.75
52000532,5.40,4.50,None,None,None,None
52000533,7.80,8.75,None,None,None,None
52000534,None,6.50,None,None,None,None
52000535,8.20,5.50,6.20,6.75,5.25,4.50
52000536,5.80,5.00,None,None,None,None
52000537,7.40,4.00,None,None,None,None
52000538,None,6.25,None,None,None,None
52000539,6.60,6.25,5.00,5.00,5.50,4.75
52000540,7.00,6.00,8.00,None,None,None
52000541,7.80,7.25,7.40,7.00,7.25,5.25
52000542,5.40,5.75,3.60,None,None,None
52000543,5.80,6.25,3.80,4.50,3.75,3.00
52000544,3.60,5.50,None,None,None,None
52000545,5.40,6.25,None,None,None,None
52000546,6.20,6.50,None,None,None,None
52000547,6.40,7.00,7.40,None,None,None
52000548,None,None,None,None,None,None
52000549,3.60,5.00,None,None,None,None
52000550,8.20,8.00,7.80,None,None,None
52000551,7.40,6.50,6.80,6.00,5.25,4.50
52000552,5.80,6.75,4.40,2.75,3.75,3.75
52000553,8.00,7.25,7.00,None,None,None
52000554,4.00,6.75,None,None,None,None
52000555,8.00,None,None,7.50,8.25,None
52000556,None,6.00,None,None,None,None
52000557,6.40,6.25,3.40,5.50,5.00,4.25
52000558,7.60,6.50,5.80,5.50,6.75,6.25
52000559,4.00,6.50,None,None,None,None
52000560,7.40,8.50,7.80,7.50,5.75,4.50
52000561,None,3.75,None,None,None,None
52000562,6.00,6.50,None,None,None,None
52000563,8.20,7.00,6.80,4.50,5.75,3.75
52000564,7.00,7.25,6.00,None,None,None
52000565,7.60,7.25,None,None,None,None
52000566,6.00,8.00,5.60,None,None,None
52000567,7.60,5.50,3.80,7.50,7.25,3.50
52000568,8.80,None,None,8.50,8.75,None
52000569,6.80,7.75,7.20,6.00,5.00,6.00
52000570,8.00,5.00,6.00,6.75,4.50,1.50
52000571,6.80,6.25,4.00,6.25,4.50,5.00
52000572,8.00,7.00,6.00,7.25,7.50,4.25
52000573,7.80,7.50,5.60,8.75,8.25,3.50
52000574,7.40,7.00,5.40,6.50,7.75,5.75
52000575,7.80,None,None,7.50,7.00,None
52000576,6.40,7.75,4.40,None,None,None
52000577,6.40,6.75,4.20,None,None,None
52000578,6.80,5.50,None,None,None,None
52000579,7.00,7.00,5.40,None,None,None
52000580,7.00,7.50,6.40,None,None,None
52000581,7.20,7.75,7.60,5.50,6.00,4.00
52000582,6.80,7.75,5.00,6.50,6.50,4.25
52000583,5.60,7.00,4.80,None,None,None
52000584,5.40,7.00,4.60,None,None,None
52000585,8.00,6.75,7.00,7.25,6.75,4.50
52000586,7.20,7.50,5.40,None,None,None
52000587,4.20,7.75,None,None,None,None
52000588,7.80,8.25,7.00,None,None,None
52000589,6.20,6.00,5.40,None,None,None
52000590,6.80,7.25,7.20,5.50,5.50,4.75
52000591,9.00,7.50,9.60,8.50,7.75,6.75
52000592,None,5.50,None,None,None,None
52000593,8.40,None,None,None,7.25,6.50
52000594,8.20,6.75,5.00,None,None,None
52000595,7.60,7.50,7.40,None,None,None
52000596,7.80,6.50,5.00,6.25,7.25,4.50
52000597,6.60,7.25,6.60,5.75,4.00,4.50
52000598,8.20,7.25,9.60,7.00,7.75,6.75
52000599,4.80,2.75,None,None,None,None
52000600,7.20,7.50,5.00,None,None,None
52000601,7.00,6.50,5.80,7.25,5.50,5.50
52000602,7.20,None,None,5.75,6.50,None
52000603,6.00,6.50,4.80,None,None,None
52000604,4.00,6.50,None,None,None,None
52000605,6.00,5.00,None,None,None,None
52000606,7.80,6.75,6.40,7.50,8.00,5.50
52000607,5.60,5.00,None,None,None,None
52000608,8.80,None,None,None,8.50,9.00
52000609,8.00,7.00,6.00,7.50,7.50,5.25
52000610,7.00,6.75,5.80,5.50,6.50,4.75
52000611,7.40,7.25,6.00,None,None,None
52000612,8.00,7.25,7.20,7.50,6.00,4.50
52000613,6.20,5.25,None,None,None,None
52000614,7.60,6.50,5.60,5.50,6.75,4.25
52000615,6.20,6.50,4.60,None,None,None
52000616,7.20,7.50,6.20,None,None,None
52000617,7.80,6.75,4.60,7.25,6.50,3.00
52000618,5.80,8.25,4.00,None,None,None
52000619,6.60,7.00,9.40,None,None,None
52000620,7.00,6.50,4.80,6.00,5.75,4.50
52000621,8.20,6.75,None,None,None,None
52000622,5.60,7.50,5.00,None,None,None
52000623,6.20,7.50,3.80,6.00,4.25,4.00
52000624,7.60,8.00,7.40,8.50,8.00,6.75
52000625,8.00,6.50,7.60,7.25,8.75,5.00
52000626,6.40,7.00,5.60,None,None,None
52000627,7.40,6.75,7.20,None,None,None
52000628,6.80,7.00,7.80,None,None,None
52000629,6.60,8.25,5.60,None,None,None
52000630,7.40,7.50,7.80,None,None,None
52000631,7.20,7.00,6.60,7.00,6.50,5.00
52000632,5.00,4.50,None,None,None,None
52000633,7.20,7.75,5.00,None,None,None
52000634,None,None,None,None,None,None
52000635,7.00,6.50,5.00,None,None,None
52000636,6.20,6.25,None,None,None,None
52000637,6.40,6.50,6.00,7.00,6.50,4.25
52000638,5.80,6.00,4.80,None,None,None
52000639,5.40,6.25,5.00,None,None,None
52000640,7.80,7.50,7.80,8.00,8.00,5.25
52000641,7.20,8.00,8.40,None,None,None
52000642,7.20,6.25,5.20,5.25,3.00,2.50
52000643,7.00,6.25,5.60,6.25,6.00,3.25
52000644,5.60,5.00,None,None,None,None
52000645,6.60,6.00,7.00,5.50,6.75,3.25
52000646,6.20,6.00,7.20,None,None,None
52000647,7.60,7.75,8.80,None,None,None
52000648,7.80,8.50,5.40,7.75,7.50,5.00
52000649,6.40,7.50,6.80,None,None,None
52000650,6.80,6.75,4.20,None,None,None
52000651,8.00,7.25,4.20,6.25,5.75,4.50
52000652,5.40,7.50,4.60,None,None,None
52000653,5.40,5.75,None,None,None,None
52000654,6.80,6.50,4.00,7.25,7.50,4.50
52000655,4.80,6.00,4.40,None,None,None
52000656,7.80,8.00,3.00,None,None,None
52000657,7.20,6.50,3.80,None,None,None
52000658,5.60,7.00,6.40,None,None,None
52000659,6.40,7.75,4.20,None,None,None
52000660,7.80,7.75,5.40,6.25,5.25,4.75
52000661,7.80,8.00,5.40,7.25,7.75,5.75
52000662,5.80,7.00,None,None,None,None
52000663,7.20,6.25,7.40,7.00,4.25,3.75
52000664,7.40,7.00,4.40,6.25,7.00,6.75
52000665,7.40,6.50,5.80,6.00,5.00,3.00
52000666,6.80,6.75,6.80,None,None,None
52000667,4.80,7.00,None,None,None,None
52000668,5.20,5.25,None,None,None,None
52000669,6.60,6.50,7.20,6.25,4.25,3.50
52000670,7.80,8.75,5.40,None,8.00,7.50
52000671,5.40,6.50,3.80,3.75,7.00,3.75
52000672,None,8.75,None,None,None,None
52000673,5.80,7.25,6.20,None,None,None
52000674,4.80,5.25,None,None,None,None
52000675,6.60,5.75,4.60,6.25,7.75,4.25
52000676,6.80,7.25,5.20,6.25,7.25,4.75
52000677,7.60,7.50,6.00,6.00,6.00,4.75
52000678,6.60,7.00,5.20,None,None,None
52000679,6.20,6.00,5.40,None,None,None
52000680,8.40,7.75,6.40,7.25,9.25,4.75
52000681,7.80,None,None,6.25,7.25,None
52000682,7.00,6.50,4.60,4.75,5.00,4.75
52000683,7.80,6.00,5.60,6.75,7.00,4.50
52000684,6.40,6.50,6.00,None,None,None
52000685,6.40,6.00,6.00,5.25,5.00,4.00
52000686,6.80,7.00,4.60,None,None,None
52000687,7.40,6.25,5.80,6.50,5.50,3.75
52000688,7.20,7.00,5.80,5.50,7.25,6.25
52000689,6.80,5.75,4.20,5.00,6.00,4.00
52000690,6.20,6.00,3.80,4.50,6.50,4.25
52000691,5.20,5.00,None,None,None,None
52000692,5.00,6.00,None,None,None,None
52000693,7.60,6.50,7.00,6.50,7.25,5.00
52000694,6.00,6.50,4.60,None,None,None
52000695,8.00,7.50,None,None,None,None
52000696,7.80,6.50,5.60,5.75,7.75,6.25
52000697,None,3.25,None,None,None,None
52000698,6.00,6.00,5.00,7.25,6.00,5.25
52000699,5.80,6.75,4.00,None,None,None
52000700,8.60,6.50,5.60,5.00,8.00,4.00
52000701,5.80,5.25,7.00,None,None,None
52000702,8.00,7.00,7.00,7.50,5.50,6.00
52000703,6.80,6.75,5.60,4.75,5.75,4.75
52000704,4.20,7.00,None,None,None,None
52000705,7.20,7.75,None,None,None,None
52000706,8.20,6.75,6.20,8.00,7.50,5.00
52000707,8.40,8.75,5.60,7.00,7.50,5.25
52000708,7.80,7.25,7.80,None,None,None
52000709,8.20,None,None,5.75,7.75,None
52000710,6.80,6.75,5.20,5.75,6.00,2.25
52000711,6.80,None,4.80,5.50,2.75,4.75
52000712,6.80,7.00,3.60,None,None,None
52000713,8.00,8.00,7.40,None,None,None
52000714,8.00,7.00,5.80,None,None,None
52000715,5.80,8.00,4.20,None,None,None
52000716,9.00,None,None,8.75,9.00,None
52000717,7.40,7.50,8.40,7.50,6.75,5.25
52000718,7.40,7.50,6.40,None,None,None
52000719,5.40,6.25,None,None,None,None
52000720,4.60,6.50,None,None,None,None
52000721,8.00,7.25,5.20,5.25,6.25,3.50
52000722,6.80,8.00,6.00,None,None,None
52000723,5.40,6.00,None,None,None,None
52000724,6.40,6.50,4.40,5.25,4.75,3.50
52000725,7.00,7.25,7.60,6.75,6.75,6.50
52000726,6.80,3.00,None,5.25,7.00,5.75
